Program Version:,EnergyPlus, Version 25.1.0-c4ec94aef2, YMD=2025.07.17 21:22
Tabular Output Report in Format: ,Comma

Building:,Building 1
Environment:,CEA_DENVER_0509 (01-01:31-12) ** Denver Intl Ap CO USA TMY3 WMO#=725650

----------------------------------------------------------------------------------------------------
REPORT:,Annual Building Utility Performance Summary
FOR:,Entire Facility
Values gathered over        24.00 hours
WARNING: THE REPORT DOES NOT REPRESENT A FULL ANNUAL SIMULATION.

Site and Source Energy

,,Total Energy [GJ],Energy Per Total Building Area [MJ/m2],Energy Per Conditioned Building Area [MJ/m2]
,Total Site Energy,82.28,23.14,25.01
,Net Site Energy,82.28,23.14,25.01
,Total Source Energy,260.57,73.28,79.19
,Net Source Energy,260.57,73.28,79.19


Site to Source Energy Conversion Factors

,,Site=>Source Conversion Factor
,Electricity,3.167
,Natural Gas,1.084
,District Cooling,1.056
,District Heating Water,3.613
,District Heating Steam,1.200
,Gasoline,1.050
,Diesel,1.050
,Coal,1.050
,Fuel Oil No 1,1.050
,Fuel Oil No 2,1.050
,Propane,1.050
,Other Fuel 1,1.000
,Other Fuel 2,1.000


Building Area

,,Area [m2]
,Total Building Area,3555.99
,Net Conditioned Building Area,3290.34
,Unconditioned Building Area,265.65


End Uses

,,Electricity [GJ],Natural Gas [GJ],Gasoline [GJ],Diesel [GJ],Coal [GJ],Fuel Oil No 1 [GJ],Fuel Oil No 2 [GJ],Propane [GJ],Other Fuel 1 [GJ],Other Fuel 2 [GJ],District Cooling [GJ],District Heating Water [GJ],District Heating Steam [GJ],Water [m3]
,Heating,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Cooling,18.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Interior Lighting,52.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Exterior Lighting,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Interior Equipment,2.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Exterior Equipment,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Fans,4.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Pumps,3.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Heat Rejection,0.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,46.94
,Humidification,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Heat Recovery,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Water Systems,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Refrigeration,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Generators,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,,,,,,,,,,,,,,,
,Total End Uses,82.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,46.94
Note: Electricity appears to be the principal heating source based on energy usage.


End Uses By Subcategory

,,Subcategory,Electricity [GJ],Natural Gas [GJ],Gasoline [GJ],Diesel [GJ],Coal [GJ],Fuel Oil No 1 [GJ],Fuel Oil No 2 [GJ],Propane [GJ],Other Fuel 1 [GJ],Other Fuel 2 [GJ],District Cooling [GJ],District Heating Water [GJ],District Heating Steam [GJ],Water [m3]
,,Coil Type,HVAC Type,HVAC Name,Coil Final Gross Total Capacity [W],Coil Final Gross Sensible Capacity [W],Coil Final Reference Air Volume Flow Rate [m3/s],Coil Final Reference Plant Fluid Volume Flow Rate [m3/s],Coil U-value Times Area Value [W/K],Design Day Name at Sensible Ideal Loads Peak,Date/Time at Sensible Ideal Loads Peak,Design Day Name at Air Flow Ideal Loads Peak,Date/Time at Air Flow Ideal Loads Peak,Coil Total Capacity at Ideal Loads Peak [W],Coil Sensible Capacity at Ideal Loads Peak [W],Coil Air Volume Flow Rate at Ideal Loads Peak [m3/s],Coil Entering Air Drybulb at Ideal Loads Peak [C],Coil Entering Air Wetbulb at Ideal Loads Peak [C],Coil Entering Air Humidity Ratio at Ideal Loads Peak [kgWater/kgDryAir],Coil Leaving Air Drybulb at Ideal Loads Peak [C],Coil Leaving Air Wetbulb at Ideal Loads Peak [C],Coil Leaving Air Humidity Ratio at Ideal Loads Peak [kgWater/kgDryAir],Outdoor Air Drybulb at Ideal Loads Peak [C],Outdoor Air Humidity Ratio at Ideal Loads Peak [kgWater/kgDryAir],Outdoor Air Wetbulb at Ideal Loads Peak [C],Outdoor Air Flow Percentage at Ideal Loads Peak [%],Zone Air Drybulb at Ideal Loads Peak [C],Zone Air Humidity Ratio at Ideal Loads Peak [kgWater/kgDryAir],Zone Air Relative Humidity at Ideal Loads Peak [%],Zone Sensible Heat Gain at Ideal Loads Peak [W],Zone Latent Heat Gain at Ideal Loads Peak [W],Coil Total Capacity at Rating Conditions [W],Coil Sensible Capacity at Rating Conditions [W]
,GERMINATION:GERMINATION PTHP HEATING COIL,COIL:HEATING:DX:SINGLESPEED,ZONEHVAC:PACKAGEDTERMINALHEATPUMP,GERMINATION:GERMINATION PTHP,7267.266,7267.266,0.439016,-999.0,-999.000,DENVER INTL AP ANN HTG 99.6% CONDNS DB,12/21 10:16:00,DENVER INTL AP ANN HTG 99.6% CONDNS DB,12/21 10:16:00,7267.27,7267.27,0.439016,18.12,9.34,0.00532770,50.00,21.52,0.00800000,-17.40,0.00099203,-17.40,0.1153,18.44,0.00536728,33.4619,1786.94,0.00,7276.82,7276.82
,GERMINATION:GERMINATION PTHP COOLING COIL,Coil:Cooling:DX:SingleSpeed,ZONEHVAC:PACKAGEDTERMINALHEATPUMP,GERMINATION:GERMINATION PTHP,7267.266,5818.575,0.439016,-999.0,-999.000,DENVER INTL AP ANN CLG .4% CONDNS WB=>MDB,7/21 13:25:00,unknown,7/21 13:25:00,6395.57,6060.09,0.439016,19.54,12.60,0.00826238,13.89,10.25,0.00800000,26.86,0.01244878,18.20,0.1153,19.53,0.00825755,47.8895,2519.36,0.00,6720.88,5764.13
,GERMINATION:GERMINATION PTHP SUPP HEATING COIL,COIL:HEATING:ELECTRIC,ZONEHVAC:PACKAGEDTERMINALHEATPUMP,GERMINATION:GERMINATION PTHP,1795.760,1795.760,-999.0,-999.0,-999.000,DENVER INTL AP ANN HTG 99.6% CONDNS DB,12/21 10:16:00,DENVER INTL AP ANN HTG 99.6% CONDNS DB,12/21 10:16:00,1795.76,1795.76,0.055985,18.12,9.34,0.00532770,50.00,21.52,0.00800000,-17.40,0.00099203,-17.40,0.9045,18.44,0.00536728,33.4619,1786.94,0.00,-999.00,-999.00
,NGA:LUNCH REHEAT COIL,COIL:HEATING:WATER,ZONEHVAC:AIRDISTRIBUTIONUNIT,NGA:LUNCH ATU,1610.384,1610.384,0.053355,0.00003558,41.025,DENVER INTL AP ANN HTG 99.6% CONDNS DB,12/21 00:16:00,DENVER INTL AP ANN HTG 99.6% CONDNS DB,12/21 00:16:00,1610.38,1610.38,0.053355,20.00,12.54,0.00800000,50.00,21.52,0.00800000,-17.40,0.00099203,-17.40,0.0000,20.00,0.00566720,32.0517,1610.50,0.00,1706.87,1706.87
,NGA:MENS REHEAT COIL,COIL:HEATING:WATER,ZONEHVAC:AIRDISTRIBUTIONUNIT,NGA:MENS ATU,1046.036,1046.036,0.034657,0.00002311,26.648,DENVER INTL AP ANN HTG 99.6% CONDNS DB,12/21 00:16:00,DENVER INTL AP ANN HTG 99.6% CONDNS DB,12/21 00:16:00,1046.04,1046.04,0.034657,20.00,12.54,0.00800000,50.00,21.52,0.00800000,-17.40,0.00099203,-17.40,0.0000,20.00,0.00560845,31.7210,1046.08,0.00,1108.71,1108.71
,NGA:WOMENS REHEAT COIL,COIL:HEATING:WATER,ZONEHVAC:AIRDISTRIBUTIONUNIT,NGA:WOMENS ATU,1029.741,1029.741,0.034117,0.00002275,26.233,DENVER INTL AP ANN HTG 99.6% CONDNS DB,12/21 00:16:00,DENVER INTL AP ANN HTG 99.6% CONDNS DB,12/21 00:16:00,1029.74,1029.74,0.034117,20.00,12.54,0.00800000,50.00,21.52,0.00800000,-17.40,0.00099203,-17.40,0.0000,20.00,0.00558365,31.5820,1029.79,0.00,1091.44,1091.44
,NGA:STORAGE REHEAT COIL,COIL:HEATING:WATER,ZONEHVAC:AIRDISTRIBUTIONUNIT,NGA:STORAGE ATU,1034.620,1034.620,0.034279,0.00002286,26.357,DENVER INTL AP ANN HTG 99.6% CONDNS DB,12/21 00:16:00,DENVER INTL AP ANN HTG 99.6% CONDNS DB,12/21 00:16:00,1034.62,1034.62,0.034279,20.00,12.54,0.00800000,50.00,21.52,0.00800000,-17.40,0.00099203,-17.40,0.0000,20.00,0.00559113,31.6239,1034.67,0.00,1096.61,1096.61
,NGA:OFFICE REHEAT COIL,COIL:HEATING:WATER,ZONEHVAC:AIRDISTRIBUTIONUNIT,NGA:OFFICE ATU,1124.624,1124.624,0.037261,0.00002485,28.650,DENVER INTL AP ANN HTG 99.6% CONDNS DB,12/21 00:16:00,DENVER INTL AP ANN HTG 99.6% CONDNS DB,12/21 00:16:00,1124.62,1124.62,0.037261,20.00,12.54,0.00800000,50.00,21.52,0.00800000,-17.40,0.00099203,-17.40,0.0000,20.00,0.00572125,32.3532,1124.68,0.00,1192.00,1192.00
,NGA:SERVICE REHEAT COIL,COIL:HEATING:WATER,ZONEHVAC:AIRDISTRIBUTIONUNIT,NGA:SERVICE ATU,1615.463,1615.463,0.053523,0.00003569,41.154,DENVER INTL AP ANN HTG 99.6% CONDNS DB,12/21 00:16:00,DENVER INTL AP ANN HTG 99.6% CONDNS DB,12/21 00:16:00,1615.46,1615.46,0.053523,20.00,12.54,0.00800000,50.00,21.52,0.00800000,-17.40,0.00099203,-17.40,0.0000,20.00,0.00567210,32.0792,1615.57,0.00,1712.25,1712.25
,NGA:TRANSPLANT REHEAT COIL,COIL:HEATING:WATER,ZONEHVAC:AIRDISTRIBUTIONUNIT,NGA:TRANSPLANT ATU,3073.421,3073.421,0.101828,0.00006790,78.296,DENVER INTL AP ANN HTG 99.6% CONDNS DB,12/21 00:30:00,DENVER INTL AP ANN HTG 99.6% CONDNS DB,12/21 00:30:00,3073.42,3073.42,0.101828,20.00,12.54,0.00800000,50.00,21.52,0.00800000,-17.40,0.00099203,-17.40,0.0000,20.00,0.00593850,33.5699,3073.55,0.00,3257.56,3257.56
,NGA:CAS REHEAT COIL,COIL:HEATING:WATER,ZONEHVAC:AIRDISTRIBUTIONUNIT,NGA:CAS ATU,8134.380,8134.380,0.269506,0.00017972,207.225,DENVER INTL AP ANN HTG 99.6% CONDNS DB,12/21 00:05:00,DENVER INTL AP ANN HTG 99.6% CONDNS DB,12/21 00:05:00,8134.38,8134.38,0.269506,20.00,12.54,0.00800000,50.00,21.52,0.00800000,-17.40,0.00099203,-17.40,0.0000,20.00,0.00568216,32.1334,8134.65,0.00,8621.74,8621.74
,NGA:CLEANING REHEAT COIL,COIL:HEATING:WATER,ZONEHVAC:AIRDISTRIBUTIONUNIT,NGA:CLEANING ATU,1051.735,1051.735,0.036458,0.00002324,26.292,DENVER INTL AP ANN HTG 99.6% CONDNS DB,12/21 00:04:00,DENVER INTL AP ANN HTG 99.6% CONDNS DB,12/21 00:04:00,1051.74,1051.74,0.036458,20.00,12.54,0.00800000,50.00,21.52,0.00800000,-17.40,0.00099203,-17.40,0.0000,20.00,0.00536175,30.3371,1051.78,0.00,1114.74,1114.74
,NGA VAV COOLING COIL,Coil:Cooling:Water,AirLoopHVAC,NGA VAV,22702.208,-999.000,1.004449,0.00081087,-999.000,DENVER INTL AP ANN CLG .4% CONDNS WB=>MDB,7/21 14:29:00,DENVER INTL AP ANN CLG .4% CONDNS WB=>MDB,7/21 14:29:00,22702.21,16117.99,1.004449,25.65,17.02,0.01128051,10.17,9.26,0.00849201,27.11,0.01244923,18.28,53.1824,24.00,0.00997879,43.9113,6633.29,0.00,25249.78,15997.32
,NGA VAV HEATING COIL,Coil:Heating:Water,AirLoopHVAC,NGA VAV,18622.229,18622.229,0.502225,0.00041144,256.004,DENVER INTL AP ANN HTG 99.6% CONDNS DB,12/21 00:06:00,DENVER INTL AP ANN HTG 99.6% CONDNS DB,12/21 00:21:00,18622.23,18622.23,0.502225,-17.40,-17.40,0.00099203,20.00,12.54,0.00800000,-17.40,0.00099203,-17.40,106.3648,20.00,0.00569135,32.1855,13146.32,0.00,12303.93,12303.93
,GA1F VAV COOLING COIL,Coil:Cooling:Water,AirLoopHVAC,GA1F VAV,420581.409,-999.000,21.092910,0.01502219,-999.000,DENVER INTL AP ANN CLG .4% CONDNS WB=>MDB,7/21 12:50:00,DENVER INTL AP ANN CLG .4% CONDNS WB=>MDB,7/21 12:51:00,420581.41,213390.77,21.092910,19.45,16.18,0.01272698,10.17,9.26,0.00849288,26.34,0.01244786,18.05,0.0577,19.39,0.01272714,73.9089,77047.06,0.00,488382.28,210537.06
,GA1F VAV HEATING COIL,Coil:Heating:Water,AirLoopHVAC,GA1F VAV,15709.678,15709.678,10.546455,0.00034709,276.697,DENVER INTL AP ANN HTG 99.6% CONDNS DB,12/21 00:01:00,DENVER INTL AP ANN HTG 99.6% CONDNS DB,12/21 00:01:00,15709.68,15709.68,10.546455,18.50,11.99,0.00799192,20.00,12.54,0.00800000,-17.40,0.00099203,-17.40,0.1153,20.00,0.01758975,97.6301,0.00,0.00,16253.84,16253.84
,GA2F VAV COOLING COIL,Coil:Cooling:Water,AirLoopHVAC,GA2F VAV,558236.356,-999.000,30.493304,0.01993891,-999.000,DENVER INTL AP ANN CLG .4% CONDNS WB=>MDB,7/21 13:40:00,DENVER INTL AP ANN CLG .4% CONDNS WB=>MDB,7/21 13:40:00,558236.36,306214.05,30.493304,19.44,15.68,0.01207833,10.17,9.26,0.00849249,27.05,0.01244912,18.26,0.0399,19.44,0.01207818,70.0171,111192.79,0.00,644944.49,298650.01
,GA2F VAV HEATING COIL,Coil:Heating:Water,AirLoopHVAC,GA2F VAV,22517.365,22517.365,15.246652,0.00049749,396.627,DENVER INTL AP ANN HTG 99.6% CONDNS DB,12/21 00:01:00,DENVER INTL AP ANN HTG 99.6% CONDNS DB,12/21 00:01:00,22517.36,22517.36,15.246652,18.51,11.99,0.00799441,20.00,12.54,0.00800000,-17.40,0.00099203,-17.40,0.0797,20.00,0.01701154,94.4960,0.00,0.00,23302.04,23302.04
,GA3F VAV COOLING COIL,Coil:Cooling:Water,AirLoopHVAC,GA3F VAV,636087.225,-999.000,36.794471,0.02271956,-999.000,DENVER INTL AP ANN CLG .4% CONDNS WB=>MDB,7/21 13:40:00,DENVER INTL AP ANN CLG .4% CONDNS WB=>MDB,7/21 13:40:00,636087.22,367748.63,36.794471,19.44,15.37,0.01167118,10.17,9.26,0.00849224,27.05,0.01244912,18.26,0.0330,19.44,0.01167092,67.7023,134154.85,0.00,730731.52,355631.88
,GA3F VAV HEATING COIL,Coil:Heating:Water,AirLoopHVAC,GA3F VAV,27080.898,27080.898,18.397236,0.00059832,477.022,DENVER INTL AP ANN HTG 99.6% CONDNS DB,12/21 00:01:00,DENVER INTL AP ANN HTG 99.6% CONDNS DB,12/21 00:01:00,27080.90,27080.90,18.397236,18.52,12.00,0.00799537,20.00,12.54,0.00800000,-17.40,0.00099203,-17.40,0.0661,19.47,0.01698681,97.4926,0.00,0.00,28026.78,28026.78


----------------------------------------------------------------------------------------------------
REPORT:,System Summary
FOR:,Entire Facility
Economizer

,,High Limit Shutoff Control,Minimum Outdoor Air [m3/s],Maximum Outdoor Air [m3/s],Return Air Temp Limit,Return Air Enthalpy Limit,Outdoor Air Temperature Limit [C],Outdoor Air Enthalpy Limit [C]
,NGA VAV OA CONTROLLER,DifferentialDryBulb,0.53,1.00,-,,,
,GA1F VAV OA CONTROLLER,DifferentialDryBulb,0.01,21.09,-,,,
,GA2F VAV OA CONTROLLER,DifferentialDryBulb,0.01,30.49,-,,,
,GA3F VAV OA CONTROLLER,DifferentialDryBulb,0.01,36.79,-,,,


Demand Controlled Ventilation using Controller:MechanicalVentilation

,,Controller:MechanicalVentilation Name,Outdoor Air Per Person [m3/s-person],Outdoor Air Per Area [m3/s-m2],Outdoor Air Per Zone [m3/s],Outdoor Air ACH [ach],Outdoor Air Method,Outdoor Air Schedule Name,Air Distribution Effectiveness in Cooling Mode,Air Distribution Effectiveness in Heating Mode,Air Distribution Effectiveness Schedule Name,Type
,None,,,,,,,,,,,


Time Not Comfortable Based on Simple ASHRAE 55-2004

,,Winter Clothes [hr],Summer Clothes [hr],Summer or Winter Clothes [hr]
,GA3F:GA3F,16.22,18.00,16.22
,GA2F:GA2F,13.47,16.60,12.40
,GA1F:GA1F,13.73,17.83,13.67
,GERMINATION:GERMINATION,18.00,18.00,18.00
,NGA:LUNCH,7.42,18.00,7.42
,NGA:MENS,6.13,18.00,6.13
,NGA:WOMENS,6.07,18.00,6.07
,NGA:STORAGE,6.08,18.00,6.08
,NGA:OFFICE,6.18,18.00,6.18
,NGA:SERVICE,7.08,18.00,7.08
,NGA:TRANSPLANT,6.63,18.00,6.63
,NGA:CAS,5.98,18.00,5.98
,NGA:CLEANING,3.87,18.00,3.87
,MECH:MECH,7.92,18.00,7.92
,ELEVATOR:ELEVATOR,14.48,18.00,14.48
,STAIRS1:STAIRS1,18.00,18.00,18.00
,STAIRS2:STAIRS2,14.27,15.42,12.00
,MECHSHAFT:MECHSHAFT,14.97,18.00,14.97
,Facility,18.00,18.00,18.00
Aggregated over the RunPeriods for Weather


Time Setpoint Not Met

,,During Heating [hr],During Cooling [hr],During Occupied Heating [hr],During Occupied Cooling [hr]
,GA3F:GA3F,7.47,0.00,7.37,0.00
,GA2F:GA2F,5.20,0.00,5.12,0.00
,GA1F:GA1F,6.08,0.00,6.00,0.00
,GERMINATION:GERMINATION,0.00,0.00,0.00,0.00
,NGA:LUNCH,0.00,0.00,0.00,0.00
,NGA:MENS,0.00,0.00,0.00,0.00
,NGA:WOMENS,0.00,0.00,0.00,0.00
,NGA:STORAGE,0.00,0.00,0.00,0.00
,NGA:OFFICE,0.00,0.00,0.00,0.00
,NGA:SERVICE,0.00,0.00,0.00,0.00
,NGA:TRANSPLANT,0.00,0.00,0.00,0.00
,NGA:CAS,0.00,0.00,0.00,0.00
,NGA:CLEANING,0.00,0.00,0.00,0.00
,MECH:MECH,0.00,0.00,0.00,0.00
,ELEVATOR:ELEVATOR,0.00,0.00,0.00,0.00
,STAIRS1:STAIRS1,0.00,0.00,0.00,0.00
,STAIRS2:STAIRS2,0.00,0.00,0.00,0.00
,MECHSHAFT:MECHSHAFT,0.00,0.00,0.00,0.00
,Facility,7.47,0.00,7.37,0.00
Aggregated over the RunPeriods for Weather


Thermostat Schedules

,,Thermostat Name 1,Control Type Schedule,Control Type,Control Type Name,Heating Schedule,Cooling Schedule
,GA3F:GA3F,GA3F:GA3F THERMOSTAT,HVACTEMPLATE-ALWAYS 4,DualSetPointWithDeadBand,GA THERMOSTAT DUAL SP CONTROL,GA HTG,GA CLG
,GA2F:GA2F,GA2F:GA2F THERMOSTAT,HVACTEMPLATE-ALWAYS 4,DualSetPointWithDeadBand,GA THERMOSTAT DUAL SP CONTROL,GA HTG,GA CLG
,GA1F:GA1F,GA1F:GA1F THERMOSTAT,HVACTEMPLATE-ALWAYS 4,DualSetPointWithDeadBand,GA THERMOSTAT DUAL SP CONTROL,GA HTG,GA CLG
,GERMINATION:GERMINATION,GERMINATION:GERMINATION THERMOSTAT,HVACTEMPLATE-ALWAYS 4,DualSetPointWithDeadBand,GA THERMOSTAT DUAL SP CONTROL,GA HTG,GA CLG
,NGA:LUNCH,NGA:LUNCH THERMOSTAT,HVACTEMPLATE-ALWAYS 4,DualSetPointWithDeadBand,NGA THERMOSTAT DUAL SP CONTROL,NGA HTG,NGA CLG
,NGA:MENS,NGA:MENS THERMOSTAT,HVACTEMPLATE-ALWAYS 4,DualSetPointWithDeadBand,NGA THERMOSTAT DUAL SP CONTROL,NGA HTG,NGA CLG
,NGA:WOMENS,NGA:WOMENS THERMOSTAT,HVACTEMPLATE-ALWAYS 4,DualSetPointWithDeadBand,NGA THERMOSTAT DUAL SP CONTROL,NGA HTG,NGA CLG
,NGA:STORAGE,NGA:STORAGE THERMOSTAT,HVACTEMPLATE-ALWAYS 4,DualSetPointWithDeadBand,NGA THERMOSTAT DUAL SP CONTROL,NGA HTG,NGA CLG
,NGA:OFFICE,NGA:OFFICE THERMOSTAT,HVACTEMPLATE-ALWAYS 4,DualSetPointWithDeadBand,NGA THERMOSTAT DUAL SP CONTROL,NGA HTG,NGA CLG
,NGA:SERVICE,NGA:SERVICE THERMOSTAT,HVACTEMPLATE-ALWAYS 4,DualSetPointWithDeadBand,NGA THERMOSTAT DUAL SP CONTROL,NGA HTG,NGA CLG
,NGA:TRANSPLANT,NGA:TRANSPLANT THERMOSTAT,HVACTEMPLATE-ALWAYS 4,DualSetPointWithDeadBand,NGA THERMOSTAT DUAL SP CONTROL,NGA HTG,NGA CLG
,NGA:CAS,NGA:CAS THERMOSTAT,HVACTEMPLATE-ALWAYS 4,DualSetPointWithDeadBand,NGA THERMOSTAT DUAL SP CONTROL,NGA HTG,NGA CLG
,NGA:CLEANING,NGA:CLEANING THERMOSTAT,HVACTEMPLATE-ALWAYS 4,DualSetPointWithDeadBand,NGA THERMOSTAT DUAL SP CONTROL,NGA HTG,NGA CLG


----------------------------------------------------------------------------------------------------
REPORT:,Outdoor Air Summary
FOR:,Entire Facility
Average Outdoor Air During Occupied Hours

,,Average Number of Occupants,Nominal Number of Occupants,Zone Volume [m3],Mechanical Ventilation [ach],Infiltration [ach],AFN Infiltration [ach],Simple Ventilation [ach]
,GA3F:GA3F,0.71,0.97,3332.24,5.902,0.422,0.000,0.000
,GA2F:GA2F,0.71,0.97,3332.24,7.157,0.107,0.000,0.000
,GA1F:GA1F,0.71,0.97,3480.48,4.117,0.090,0.000,0.000
,GERMINATION:GERMINATION,0.04,0.05,191.85,0.000,0.301,0.000,0.000
,NGA:LUNCH,1.47,2.01,66.35,1.142,0.853,0.000,0.000
,NGA:MENS,1.51,2.06,68.00,0.678,0.562,0.000,0.000
,NGA:WOMENS,1.51,2.06,68.00,0.642,0.562,0.000,0.000
,NGA:STORAGE,1.51,2.06,68.00,0.659,0.562,0.000,0.000
,NGA:OFFICE,1.51,2.06,68.00,0.819,0.562,0.000,0.000
,NGA:SERVICE,1.47,2.01,66.35,0.941,0.854,0.000,0.000
,NGA:TRANSPLANT,4.19,5.73,188.92,0.854,0.478,0.000,0.000
,NGA:CAS,15.94,21.82,719.09,0.659,0.394,0.000,0.000
,NGA:CLEANING,2.12,2.90,95.50,1.514,0.465,0.000,0.000
Values shown for a single zone without multipliers


Minimum Outdoor Air During Occupied Hours

,,Average Number of Occupants,Nominal Number of Occupants,Zone Volume [m3],Mechanical Ventilation [ach],Infiltration [ach],AFN Infiltration [ach],Simple Ventilation [ach]
,GA3F:GA3F,0.71,0.97,3332.24,0.013,0.007,0.000,0.000
,GA2F:GA2F,0.71,0.97,3332.24,0.013,0.002,0.000,0.000
,GA1F:GA1F,0.71,0.97,3480.48,0.013,0.001,0.000,0.000
,GERMINATION:GERMINATION,0.04,0.05,191.85,0.000,0.005,0.000,0.000
,NGA:LUNCH,1.47,2.01,66.35,1.134,0.014,0.000,0.000
,NGA:MENS,1.51,2.06,68.00,0.672,0.009,0.000,0.000
,NGA:WOMENS,1.51,2.06,68.00,0.637,0.009,0.000,0.000
,NGA:STORAGE,1.51,2.06,68.00,0.653,0.009,0.000,0.000
,NGA:OFFICE,1.51,2.06,68.00,0.812,0.009,0.000,0.000
,NGA:SERVICE,1.47,2.01,66.35,0.934,0.014,0.000,0.000
,NGA:TRANSPLANT,4.19,5.73,188.92,0.848,0.008,0.000,0.000
,NGA:CAS,15.94,21.82,719.09,0.653,0.006,0.000,0.000
,NGA:CLEANING,2.12,2.90,95.50,1.377,0.008,0.000,0.000
Values shown for a single zone without multipliers


----------------------------------------------------------------------------------------------------
REPORT:,Object Count Summary
FOR:,Entire Facility
Surfaces by Class

,,Total,Outdoors
,Wall,122,38
,Floor,25,23
,Roof,24,22
,Internal Mass,0,0
,Building Detached Shading,0,0
,Fixed Detached Shading,0,0
,Window,6,6
,Door,0,0
,Glass Door,0,0
,Shading,0,0
,Overhang,0,0
,Fin,0,0
,Tubular Daylighting Device Dome,0,0
,Tubular Daylighting Device Diffuser,0,0


HVAC

,,Count
,HVAC Air Loops,4
,Conditioned Zones,13
,Unconditioned Zones,5
,Supply Plenums,0
,Return Plenums,0


Input Fields

,,Count
,IDF Objects,766
,Defaulted Fields,609
,Fields with Defaults,2932
,Autosized Fields,228
,Autosizable Fields,250
,Autocalculated Fields,131
,Autocalculatable Fields,432


----------------------------------------------------------------------------------------------------
REPORT:,Sensible Heat Gain Summary
FOR:,Entire Facility
Annual Building Sensible Heat Gain Components

,,HVAC Zone Eq & Other Sensible Air Heating [GJ],HVAC Zone Eq & Other Sensible Air Cooling [GJ],HVAC Terminal Unit Sensible Air Heating [GJ],HVAC Terminal Unit Sensible Air Cooling [GJ],HVAC Input Heated Surface Heating [GJ],HVAC Input Cooled Surface Cooling [GJ],People Sensible Heat Addition [GJ],Lights Sensible Heat Addition [GJ],Equipment Sensible Heat Addition [GJ],Window Heat Addition [GJ],Interzone Air Transfer Heat Addition [GJ],Infiltration Heat Addition [GJ],Opaque Surface Conduction and Other Heat Addition [GJ],Equipment Sensible Heat Removal [GJ],Window Heat Removal [GJ],Interzone Air Transfer Heat Removal [GJ],Infiltration Heat Removal [GJ],Opaque Surface Conduction and Other Heat Removal [GJ]
,GA3F:GA3F,0.000,0.000,0.000,-6.419,0.000,0.000,0.003,0.580,0.604,0.000,0.000,0.020,5.267,0.000,0.000,0.000,-0.056,0.000
,GA2F:GA2F,0.000,0.000,0.000,-5.785,0.000,0.000,0.003,0.580,0.604,0.000,0.000,0.005,4.610,0.000,0.000,0.000,-0.017,0.000
,GA1F:GA1F,0.000,0.000,0.000,-4.077,0.000,0.000,0.003,0.581,0.605,0.000,0.000,0.004,2.900,0.000,0.000,0.000,-0.016,0.000
,GERMINATION:GERMINATION,0.000,-0.033,0.000,0.000,0.000,0.000,0.000,0.032,0.033,0.000,0.000,0.001,0.000,0.000,0.000,0.000,-0.005,-0.029
,NGA:LUNCH,0.000,0.000,0.006,-0.008,0.000,0.000,0.006,0.011,0.012,0.007,0.000,0.000,0.000,0.000,-0.002,0.000,-0.006,-0.025
,NGA:MENS,0.000,0.000,0.003,-0.005,0.000,0.000,0.006,0.011,0.012,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.004,-0.023
,NGA:WOMENS,0.000,0.000,0.003,-0.005,0.000,0.000,0.006,0.011,0.012,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.004,-0.023
,NGA:STORAGE,0.000,0.000,0.003,-0.005,0.000,0.000,0.006,0.011,0.012,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.004,-0.023
