Program Version:,EnergyPlus, Version 25.1.0-c4ec94aef2, YMD=2025.07.02 12:31
Tabular Output Report in Format: ,Comma

Building:,Building 1
Environment:,CEA_DENVER_0509 (01-01:31-12) ** Denver Intl Ap CO USA TMY3 WMO#=725650

----------------------------------------------------------------------------------------------------
REPORT:,Annual Building Utility Performance Summary
FOR:,Entire Facility
Values gathered over      8760.00 hours

Site and Source Energy

,,Total Energy [GJ],Energy Per Total Building Area [MJ/m2],Energy Per Conditioned Building Area [MJ/m2]
,Total Site Energy,25586.46,7195.30,7776.23
,Net Site Energy,25586.46,7195.30,7776.23
,Total Source Energy,81032.33,22787.53,24627.31
,Net Source Energy,81032.33,22787.53,24627.31


Site to Source Energy Conversion Factors

,,Site=>Source Conversion Factor
,Electricity,3.167
,Natural Gas,1.084
,District Cooling,1.056
,District Heating Water,3.613
,District Heating Steam,1.200
,Gasoline,1.050
,Diesel,1.050
,Coal,1.050
,Fuel Oil No 1,1.050
,Fuel Oil No 2,1.050
,Propane,1.050
,Other Fuel 1,1.000
,Other Fuel 2,1.000


Building Area

,,Area [m2]
,Total Building Area,3555.99
,Net Conditioned Building Area,3290.34
,Unconditioned Building Area,265.65


End Uses

,,Electricity [GJ],Natural Gas [GJ],Gasoline [GJ],Diesel [GJ],Coal [GJ],Fuel Oil No 1 [GJ],Fuel Oil No 2 [GJ],Propane [GJ],Other Fuel 1 [GJ],Other Fuel 2 [GJ],District Cooling [GJ],District Heating Water [GJ],District Heating Steam [GJ],Water [m3]
,Heating,140.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Cooling,3438.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Interior Lighting,17198.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Exterior Lighting,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Interior Equipment,714.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Exterior Equipment,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Fans,3444.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Pumps,600.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Heat Rejection,49.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10303.03
,Humidification,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Heat Recovery,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Water Systems,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Refrigeration,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Generators,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,,,,,,,,,,,,,,,
,Total End Uses,25586.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10303.03
Note: Electricity appears to be the principal heating source based on energy usage.


End Uses By Subcategory

,,Subcategory,Electricity [GJ],Natural Gas [GJ],Gasoline [GJ],Diesel [GJ],Coal [GJ],Fuel Oil No 1 [GJ],Fuel Oil No 2 [GJ],Propane [GJ],Other Fuel 1 [GJ],Other Fuel 2 [GJ],District Cooling [GJ],District Heating Water [GJ],District Heating Steam [GJ],Water [m3]
,,Coil Type,HVAC Type,HVAC Name,Coil Final Gross Total Capacity [W],Coil Final Gross Sensible Capacity [W],Coil Final Reference Air Volume Flow Rate [m3/s],Coil Final Reference Plant Fluid Volume Flow Rate [m3/s],Coil U-value Times Area Value [W/K],Design Day Name at Sensible Ideal Loads Peak,Date/Time at Sensible Ideal Loads Peak,Design Day Name at Air Flow Ideal Loads Peak,Date/Time at Air Flow Ideal Loads Peak,Coil Total Capacity at Ideal Loads Peak [W],Coil Sensible Capacity at Ideal Loads Peak [W],Coil Air Volume Flow Rate at Ideal Loads Peak [m3/s],Coil Entering Air Drybulb at Ideal Loads Peak [C],Coil Entering Air Wetbulb at Ideal Loads Peak [C],Coil Entering Air Humidity Ratio at Ideal Loads Peak [kgWater/kgDryAir],Coil Leaving Air Drybulb at Ideal Loads Peak [C],Coil Leaving Air Wetbulb at Ideal Loads Peak [C],Coil Leaving Air Humidity Ratio at Ideal Loads Peak [kgWater/kgDryAir],Outdoor Air Drybulb at Ideal Loads Peak [C],Outdoor Air Humidity Ratio at Ideal Loads Peak [kgWater/kgDryAir],Outdoor Air Wetbulb at Ideal Loads Peak [C],Outdoor Air Flow Percentage at Ideal Loads Peak [%],Zone Air Drybulb at Ideal Loads Peak [C],Zone Air Humidity Ratio at Ideal Loads Peak [kgWater/kgDryAir],Zone Air Relative Humidity at Ideal Loads Peak [%],Zone Sensible Heat Gain at Ideal Loads Peak [W],Zone Latent Heat Gain at Ideal Loads Peak [W],Coil Total Capacity at Rating Conditions [W],Coil Sensible Capacity at Rating Conditions [W]
,GERMINATION:GERMINATION PTHP HEATING COIL,COIL:HEATING:DX:SINGLESPEED,ZONEHVAC:PACKAGEDTERMINALHEATPUMP,GERMINATION:GERMINATION PTHP,5431.067,5431.067,0.328091,-999.0,-999.000,DENVER INTL AP ANN HTG 99.6% CONDNS DB,12/21 03:00:00,DENVER INTL AP ANN HTG 99.6% CONDNS DB,12/21 03:00:00,5431.07,5431.07,0.328091,17.57,8.99,0.00520149,50.00,21.52,0.00800000,-17.40,0.00099203,-17.40,0.1543,17.99,0.00525234,33.6852,1366.14,0.00,5438.20,5438.20
,GERMINATION:GERMINATION PTHP COOLING COIL,Coil:Cooling:DX:SingleSpeed,ZONEHVAC:PACKAGEDTERMINALHEATPUMP,GERMINATION:GERMINATION PTHP,5431.067,4348.413,0.328091,-999.0,-999.000,DENVER INTL AP ANN CLG .4% CONDNS WB=>MDB,7/21 18:00:00,unknown,7/21 18:00:00,4973.67,4680.98,0.328091,20.00,12.81,0.00830805,13.89,10.25,0.00800000,23.65,0.01244313,17.26,0.1543,20.00,0.00830166,46.7514,1980.17,0.00,5022.73,4307.73
,GERMINATION:GERMINATION PTHP SUPP HEATING COIL,COIL:HEATING:ELECTRIC,ZONEHVAC:PACKAGEDTERMINALHEATPUMP,GERMINATION:GERMINATION PTHP,1384.048,1384.048,-999.0,-999.0,-999.000,DENVER INTL AP ANN HTG 99.6% CONDNS DB,12/21 03:00:00,DENVER INTL AP ANN HTG 99.6% CONDNS DB,12/21 03:00:00,1384.05,1384.05,0.042423,17.57,8.99,0.00520149,50.00,21.52,0.00800000,-17.40,0.00099203,-17.40,1.1937,17.99,0.00525234,33.6852,1366.14,0.00,-999.00,-999.00
,NGA:LUNCH REHEAT COIL,COIL:HEATING:WATER,ZONEHVAC:AIRDISTRIBUTIONUNIT,NGA:LUNCH ATU,1607.169,1607.169,0.053241,0.00003551,40.945,DENVER INTL AP ANN HTG 99.6% CONDNS DB,12/21 03:00:00,DENVER INTL AP ANN HTG 99.6% CONDNS DB,12/21 03:00:00,1607.17,1607.17,0.053241,20.00,12.54,0.00800000,50.00,21.52,0.00800000,-17.40,0.00099203,-17.40,0.0000,19.99,0.00566461,32.0567,1607.80,0.00,1703.46,1703.46
,NGA:MENS REHEAT COIL,COIL:HEATING:WATER,ZONEHVAC:AIRDISTRIBUTIONUNIT,NGA:MENS ATU,1044.081,1044.081,0.034589,0.00002307,26.599,DENVER INTL AP ANN HTG 99.6% CONDNS DB,12/21 03:00:00,DENVER INTL AP ANN HTG 99.6% CONDNS DB,12/21 03:00:00,1044.08,1044.08,0.034589,20.00,12.54,0.00800000,50.00,21.52,0.00800000,-17.40,0.00099203,-17.40,0.0000,19.99,0.00560601,31.7209,1044.37,0.00,1106.64,1106.64
,NGA:WOMENS REHEAT COIL,COIL:HEATING:WATER,ZONEHVAC:AIRDISTRIBUTIONUNIT,NGA:WOMENS ATU,1027.716,1027.716,0.034047,0.00002271,26.182,DENVER INTL AP ANN HTG 99.6% CONDNS DB,12/21 03:00:00,DENVER INTL AP ANN HTG 99.6% CONDNS DB,12/21 03:00:00,1027.72,1027.72,0.034047,20.00,12.54,0.00800000,50.00,21.52,0.00800000,-17.40,0.00099203,-17.40,0.0000,19.99,0.00558106,31.5809,1028.00,0.00,1089.29,1089.29
,NGA:STORAGE REHEAT COIL,COIL:HEATING:WATER,ZONEHVAC:AIRDISTRIBUTIONUNIT,NGA:STORAGE ATU,1032.594,1032.594,0.034208,0.00002281,26.307,DENVER INTL AP ANN HTG 99.6% CONDNS DB,12/21 03:00:00,DENVER INTL AP ANN HTG 99.6% CONDNS DB,12/21 03:00:00,1032.59,1032.59,0.034208,20.00,12.54,0.00800000,50.00,21.52,0.00800000,-17.40,0.00099203,-17.40,0.0000,19.99,0.00558855,31.6229,1032.88,0.00,1094.46,1094.46
,NGA:OFFICE REHEAT COIL,COIL:HEATING:WATER,ZONEHVAC:AIRDISTRIBUTIONUNIT,NGA:OFFICE ATU,1122.602,1122.602,0.037190,0.00002480,28.600,DENVER INTL AP ANN HTG 99.6% CONDNS DB,12/21 03:00:00,DENVER INTL AP ANN HTG 99.6% CONDNS DB,12/21 03:00:00,1122.60,1122.60,0.037190,20.00,12.54,0.00800000,50.00,21.52,0.00800000,-17.40,0.00099203,-17.40,0.0000,19.99,0.00571896,32.3544,1122.91,0.00,1189.86,1189.86
,NGA:SERVICE REHEAT COIL,COIL:HEATING:WATER,ZONEHVAC:AIRDISTRIBUTIONUNIT,NGA:SERVICE ATU,1612.246,1612.246,0.053410,0.00003562,41.075,DENVER INTL AP ANN HTG 99.6% CONDNS DB,12/21 03:00:00,DENVER INTL AP ANN HTG 99.6% CONDNS DB,12/21 03:00:00,1612.25,1612.25,0.053410,20.00,12.54,0.00800000,50.00,21.52,0.00800000,-17.40,0.00099203,-17.40,0.0000,19.99,0.00566951,32.0842,1612.88,0.00,1708.84,1708.84
,NGA:TRANSPLANT REHEAT COIL,COIL:HEATING:WATER,ZONEHVAC:AIRDISTRIBUTIONUNIT,NGA:TRANSPLANT ATU,3063.730,3063.730,0.101502,0.00006769,78.051,DENVER INTL AP ANN HTG 99.6% CONDNS DB,12/21 04:00:00,DENVER INTL AP ANN HTG 99.6% CONDNS DB,12/21 04:00:00,3063.73,3063.73,0.101502,20.00,12.54,0.00800000,50.00,21.52,0.00800000,-17.40,0.00099203,-17.40,0.0000,19.99,0.00593441,33.5639,3064.69,0.00,3247.29,3247.29
,NGA:CAS REHEAT COIL,COIL:HEATING:WATER,ZONEHVAC:AIRDISTRIBUTIONUNIT,NGA:CAS ATU,8077.997,8077.997,0.267614,0.00017847,205.797,DENVER INTL AP ANN HTG 99.6% CONDNS DB,12/21 02:00:00,DENVER INTL AP ANN HTG 99.6% CONDNS DB,12/21 02:00:00,8078.00,8078.00,0.267614,20.00,12.54,0.00800000,50.00,21.52,0.00800000,-17.40,0.00099203,-17.40,0.0000,19.99,0.00567462,32.1045,8080.06,0.00,8561.98,8561.98
,NGA:CLEANING REHEAT COIL,COIL:HEATING:WATER,ZONEHVAC:AIRDISTRIBUTIONUNIT,NGA:CLEANING ATU,1004.818,1004.818,0.033293,0.00002220,25.597,DENVER INTL AP ANN HTG 99.6% CONDNS DB,12/21 01:00:00,DENVER INTL AP ANN HTG 99.6% CONDNS DB,12/21 01:00:00,1004.82,1004.82,0.033293,20.00,12.54,0.00800000,50.00,21.52,0.00800000,-17.40,0.00099203,-17.40,0.0000,19.99,0.00535227,30.3050,1005.23,0.00,1065.02,1065.02
,NGA VAV COOLING COIL,Coil:Cooling:Water,AirLoopHVAC,NGA VAV,20269.341,-999.000,0.924624,0.00072397,-999.000,DENVER INTL AP ANN CLG .4% CONDNS WB=>MDB,7/21 16:00:00,DENVER INTL AP ANN CLG .4% CONDNS WB=>MDB,7/21 17:00:00,20269.34,13864.30,0.924624,24.57,16.81,0.01144721,10.17,9.26,0.00849211,24.99,0.01244548,17.66,57.7737,23.99,0.01002482,44.1234,6035.14,0.00,22625.71,13722.29
,NGA VAV HEATING COIL,Coil:Heating:Water,AirLoopHVAC,NGA VAV,17142.297,17142.297,0.462312,0.00037874,235.659,DENVER INTL AP ANN HTG 99.6% CONDNS DB,12/21 17:00:00,DENVER INTL AP ANN HTG 99.6% CONDNS DB,12/21 03:00:00,17142.30,17142.30,0.462312,-17.40,-17.40,0.00099203,20.00,12.54,0.00800000,-17.40,0.00099203,-17.40,115.5475,19.98,0.00562428,31.8389,12391.78,0.00,11326.12,11326.12
,GA1F VAV COOLING COIL,Coil:Cooling:Water,AirLoopHVAC,GA1F VAV,387358.955,-999.000,43.290034,0.01383556,-999.000,DENVER INTL AP ANN CLG .4% CONDNS WB=>MDB,7/21 16:00:00,DENVER INTL AP ANN CLG .4% CONDNS WB=>MDB,7/21 16:00:00,387358.95,378851.05,43.290034,20.00,12.63,0.00811059,11.38,9.25,0.00800000,26.39,0.01244795,18.07,0.0281,20.00,0.00810937,45.6881,174131.88,0.00,418147.11,377745.38
,GA1F VAV HEATING COIL,Coil:Heating:Water,AirLoopHVAC,GA1F VAV,43345.978,43345.978,21.645017,0.00095768,761.502,DENVER INTL AP ANN HTG 99.6% CONDNS DB,12/21 01:00:00,DENVER INTL AP ANN HTG 99.6% CONDNS DB,12/21 01:00:00,43345.98,43345.98,21.645017,17.98,11.80,0.00799606,20.00,12.54,0.00800000,-17.40,0.00099203,-17.40,0.0562,19.97,0.00995286,55.9890,0.00,0.00,44483.92,44483.92
,GA2F VAV COOLING COIL,Coil:Cooling:Water,AirLoopHVAC,GA2F VAV,525453.454,-999.000,59.254197,0.01876798,-999.000,DENVER INTL AP ANN CLG .4% CONDNS WB=>MDB,7/21 16:00:00,DENVER INTL AP ANN CLG .4% CONDNS WB=>MDB,7/21 16:00:00,525453.45,517197.16,59.254197,20.00,12.61,0.00807861,11.38,9.25,0.00800000,26.39,0.01244795,18.07,0.0205,20.00,0.00807771,45.5112,238357.78,0.00,565487.27,513639.55
,GA2F VAV HEATING COIL,Coil:Heating:Water,AirLoopHVAC,GA2F VAV,59172.920,59172.920,29.627098,0.00130735,1039.578,DENVER INTL AP ANN HTG 99.6% CONDNS DB,12/21 01:00:00,DENVER INTL AP ANN HTG 99.6% CONDNS DB,12/21 01:00:00,59172.92,59172.92,29.627098,17.99,11.80,0.00799713,20.00,12.54,0.00800000,-17.40,0.00099203,-17.40,0.0410,20.00,0.00826075,46.5280,0.00,0.00,60731.48,60731.48
,GA3F VAV COOLING COIL,Coil:Cooling:Water,AirLoopHVAC,GA3F VAV,594459.810,-999.000,66.702125,0.02123273,-999.000,DENVER INTL AP ANN CLG .4% CONDNS WB=>MDB,7/21 16:00:00,DENVER INTL AP ANN CLG .4% CONDNS WB=>MDB,7/21 16:00:00,594459.81,583006.85,66.702125,20.00,12.62,0.00809673,11.38,9.25,0.00800000,26.39,0.01244795,18.07,0.0182,20.00,0.00809594,45.6148,268282.13,0.00,640854.93,580308.43
,GA3F VAV HEATING COIL,Coil:Heating:Water,AirLoopHVAC,GA3F VAV,66557.022,66557.022,33.351063,0.00147050,1169.314,DENVER INTL AP ANN HTG 99.6% CONDNS DB,12/21 01:00:00,DENVER INTL AP ANN HTG 99.6% CONDNS DB,12/21 01:00:00,66557.02,66557.02,33.351063,17.99,11.80,0.00799745,20.00,12.54,0.00800000,-17.40,0.00099203,-17.40,0.0364,20.00,0.00789713,44.4987,0.00,0.00,68311.80,68311.80


----------------------------------------------------------------------------------------------------
REPORT:,System Summary
FOR:,Entire Facility
Economizer

,,High Limit Shutoff Control,Minimum Outdoor Air [m3/s],Maximum Outdoor Air [m3/s],Return Air Temp Limit,Return Air Enthalpy Limit,Outdoor Air Temperature Limit [C],Outdoor Air Enthalpy Limit [C]
,NGA VAV OA CONTROLLER,DifferentialDryBulb,0.53,0.92,-,,,
,GA1F VAV OA CONTROLLER,DifferentialDryBulb,0.01,43.29,-,,,
,GA2F VAV OA CONTROLLER,DifferentialDryBulb,0.01,59.25,-,,,
,GA3F VAV OA CONTROLLER,DifferentialDryBulb,0.01,66.70,-,,,


Demand Controlled Ventilation using Controller:MechanicalVentilation

,,Controller:MechanicalVentilation Name,Outdoor Air Per Person [m3/s-person],Outdoor Air Per Area [m3/s-m2],Outdoor Air Per Zone [m3/s],Outdoor Air ACH [ach],Outdoor Air Method,Outdoor Air Schedule Name,Air Distribution Effectiveness in Cooling Mode,Air Distribution Effectiveness in Heating Mode,Air Distribution Effectiveness Schedule Name,Type
,None,,,,,,,,,,,


Time Not Comfortable Based on Simple ASHRAE 55-2004

,,Winter Clothes [hr],Summer Clothes [hr],Summer or Winter Clothes [hr]
,GA3F:GA3F,3980.00,4887.00,3796.00
,GA2F:GA2F,4016.00,3079.00,2049.00
,GA1F:GA1F,2167.00,2955.00,1133.00
,GERMINATION:GERMINATION,5253.00,5270.00,5253.00
,NGA:LUNCH,3436.00,5270.00,3436.00
,NGA:MENS,3349.00,5270.00,3349.00
,NGA:WOMENS,3344.00,5270.00,3344.00
,NGA:STORAGE,3317.00,5270.00,3317.00
,NGA:OFFICE,3134.00,5270.00,3134.00
,NGA:SERVICE,3336.00,5270.00,3336.00
,NGA:TRANSPLANT,3542.00,5270.00,3542.00
,NGA:CAS,3075.00,5270.00,3075.00
,NGA:CLEANING,1687.00,5161.00,1687.00
,MECH:MECH,4417.00,5270.00,4417.00
,ELEVATOR:ELEVATOR,4498.00,5270.00,4498.00
,STAIRS1:STAIRS1,4962.00,5270.00,4962.00
,STAIRS2:STAIRS2,3832.00,3840.00,2787.00
,MECHSHAFT:MECHSHAFT,4550.00,5270.00,4550.00
,Facility,5270.00,5270.00,5270.00
Aggregated over the RunPeriods for Weather


Time Setpoint Not Met

,,During Heating [hr],During Cooling [hr],During Occupied Heating [hr],During Occupied Cooling [hr]
,GA3F:GA3F,7.00,0.00,4.00,0.00
,GA2F:GA2F,0.00,0.00,0.00,0.00
,GA1F:GA1F,643.00,0.00,366.00,0.00
,GERMINATION:GERMINATION,0.00,0.00,0.00,0.00
,NGA:LUNCH,0.00,0.00,0.00,0.00
,NGA:MENS,0.00,0.00,0.00,0.00
,NGA:WOMENS,0.00,0.00,0.00,0.00
,NGA:STORAGE,0.00,0.00,0.00,0.00
,NGA:OFFICE,0.00,0.00,0.00,0.00
,NGA:SERVICE,0.00,0.00,0.00,0.00
,NGA:TRANSPLANT,0.00,0.00,0.00,0.00
,NGA:CAS,0.00,0.00,0.00,0.00
,NGA:CLEANING,0.00,0.00,0.00,0.00
,MECH:MECH,0.00,0.00,0.00,0.00
,ELEVATOR:ELEVATOR,0.00,0.00,0.00,0.00
,STAIRS1:STAIRS1,0.00,0.00,0.00,0.00
,STAIRS2:STAIRS2,0.00,0.00,0.00,0.00
,MECHSHAFT:MECHSHAFT,0.00,0.00,0.00,0.00
,Facility,643.00,0.00,366.00,0.00
Aggregated over the RunPeriods for Weather


Thermostat Schedules

,,Thermostat Name 1,Control Type Schedule,Control Type,Control Type Name,Heating Schedule,Cooling Schedule
,GA3F:GA3F,GA3F:GA3F THERMOSTAT,HVACTEMPLATE-ALWAYS 4,DualSetPointWithDeadBand,GA THERMOSTAT DUAL SP CONTROL,GA HTG,GA CLG
,GA2F:GA2F,GA2F:GA2F THERMOSTAT,HVACTEMPLATE-ALWAYS 4,DualSetPointWithDeadBand,GA THERMOSTAT DUAL SP CONTROL,GA HTG,GA CLG
,GA1F:GA1F,GA1F:GA1F THERMOSTAT,HVACTEMPLATE-ALWAYS 4,DualSetPointWithDeadBand,GA THERMOSTAT DUAL SP CONTROL,GA HTG,GA CLG
,GERMINATION:GERMINATION,GERMINATION:GERMINATION THERMOSTAT,HVACTEMPLATE-ALWAYS 4,DualSetPointWithDeadBand,GA THERMOSTAT DUAL SP CONTROL,GA HTG,GA CLG
,NGA:LUNCH,NGA:LUNCH THERMOSTAT,HVACTEMPLATE-ALWAYS 4,DualSetPointWithDeadBand,NGA THERMOSTAT DUAL SP CONTROL,NGA HTG,NGA CLG
,NGA:MENS,NGA:MENS THERMOSTAT,HVACTEMPLATE-ALWAYS 4,DualSetPointWithDeadBand,NGA THERMOSTAT DUAL SP CONTROL,NGA HTG,NGA CLG
,NGA:WOMENS,NGA:WOMENS THERMOSTAT,HVACTEMPLATE-ALWAYS 4,DualSetPointWithDeadBand,NGA THERMOSTAT DUAL SP CONTROL,NGA HTG,NGA CLG
,NGA:STORAGE,NGA:STORAGE THERMOSTAT,HVACTEMPLATE-ALWAYS 4,DualSetPointWithDeadBand,NGA THERMOSTAT DUAL SP CONTROL,NGA HTG,NGA CLG
,NGA:OFFICE,NGA:OFFICE THERMOSTAT,HVACTEMPLATE-ALWAYS 4,DualSetPointWithDeadBand,NGA THERMOSTAT DUAL SP CONTROL,NGA HTG,NGA CLG
,NGA:SERVICE,NGA:SERVICE THERMOSTAT,HVACTEMPLATE-ALWAYS 4,DualSetPointWithDeadBand,NGA THERMOSTAT DUAL SP CONTROL,NGA HTG,NGA CLG
,NGA:TRANSPLANT,NGA:TRANSPLANT THERMOSTAT,HVACTEMPLATE-ALWAYS 4,DualSetPointWithDeadBand,NGA THERMOSTAT DUAL SP CONTROL,NGA HTG,NGA CLG
,NGA:CAS,NGA:CAS THERMOSTAT,HVACTEMPLATE-ALWAYS 4,DualSetPointWithDeadBand,NGA THERMOSTAT DUAL SP CONTROL,NGA HTG,NGA CLG
,NGA:CLEANING,NGA:CLEANING THERMOSTAT,HVACTEMPLATE-ALWAYS 4,DualSetPointWithDeadBand,NGA THERMOSTAT DUAL SP CONTROL,NGA HTG,NGA CLG


----------------------------------------------------------------------------------------------------
REPORT:,Outdoor Air Summary
FOR:,Entire Facility
Average Outdoor Air During Occupied Hours

,,Average Number of Occupants,Nominal Number of Occupants,Zone Volume [m3],Mechanical Ventilation [ach],Infiltration [ach],AFN Infiltration [ach],Simple Ventilation [ach]
,GA3F:GA3F,0.53,0.97,3332.24,13.450,0.428,0.000,0.000
,GA2F:GA2F,0.53,0.97,3332.24,12.281,0.108,0.000,0.000
,GA1F:GA1F,0.53,0.97,3480.48,8.323,0.091,0.000,0.000
,GERMINATION:GERMINATION,0.03,0.05,191.85,0.000,0.306,0.000,0.000
,NGA:LUNCH,1.10,2.01,66.35,1.021,0.866,0.000,0.000
,NGA:MENS,1.13,2.06,68.00,0.630,0.570,0.000,0.000
,NGA:WOMENS,1.13,2.06,68.00,0.595,0.570,0.000,0.000
,NGA:STORAGE,1.13,2.06,68.00,0.609,0.570,0.000,0.000
,NGA:OFFICE,1.13,2.06,68.00,0.762,0.570,0.000,0.000
,NGA:SERVICE,1.10,2.01,66.35,0.920,0.866,0.000,0.000
,NGA:TRANSPLANT,3.14,5.73,188.92,0.766,0.485,0.000,0.000
,NGA:CAS,11.96,21.82,719.09,0.630,0.400,0.000,0.000
,NGA:CLEANING,1.59,2.90,95.50,1.253,0.472,0.000,0.000
Values shown for a single zone without multipliers


Minimum Outdoor Air During Occupied Hours

,,Average Number of Occupants,Nominal Number of Occupants,Zone Volume [m3],Mechanical Ventilation [ach],Infiltration [ach],AFN Infiltration [ach],Simple Ventilation [ach]
,GA3F:GA3F,0.53,0.97,3332.24,0.013,0.037,0.000,0.000
,GA2F:GA2F,0.53,0.97,3332.24,0.013,0.009,0.000,0.000
,GA1F:GA1F,0.53,0.97,3480.48,0.012,0.008,0.000,0.000
,GERMINATION:GERMINATION,0.03,0.05,191.85,0.000,0.027,0.000,0.000
,NGA:LUNCH,1.10,2.01,66.35,0.978,0.076,0.000,0.000
,NGA:MENS,1.13,2.06,68.00,0.610,0.050,0.000,0.000
,NGA:WOMENS,1.13,2.06,68.00,0.577,0.050,0.000,0.000
,NGA:STORAGE,1.13,2.06,68.00,0.590,0.050,0.000,0.000
,NGA:OFFICE,1.13,2.06,68.00,0.736,0.050,0.000,0.000
,NGA:SERVICE,1.10,2.01,66.35,0.882,0.076,0.000,0.000
,NGA:TRANSPLANT,3.14,5.73,188.92,0.740,0.042,0.000,0.000
,NGA:CAS,11.96,21.82,719.09,0.604,0.035,0.000,0.000
,NGA:CLEANING,1.59,2.90,95.50,1.140,0.041,0.000,0.000
Values shown for a single zone without multipliers


----------------------------------------------------------------------------------------------------
REPORT:,Object Count Summary
FOR:,Entire Facility
Surfaces by Class

,,Total,Outdoors
,Wall,122,38
,Floor,25,23
,Roof,24,22
,Internal Mass,0,0
,Building Detached Shading,0,0
,Fixed Detached Shading,0,0
,Window,6,6
,Door,0,0
,Glass Door,0,0
,Shading,0,0
,Overhang,0,0
,Fin,0,0
,Tubular Daylighting Device Dome,0,0
,Tubular Daylighting Device Diffuser,0,0


HVAC

,,Count
,HVAC Air Loops,4
,Conditioned Zones,13
,Unconditioned Zones,5
,Supply Plenums,0
,Return Plenums,0


Input Fields

,,Count
,IDF Objects,754
,Defaulted Fields,609
,Fields with Defaults,2917
,Autosized Fields,228
,Autosizable Fields,250
,Autocalculated Fields,131
,Autocalculatable Fields,432


----------------------------------------------------------------------------------------------------
REPORT:,Sensible Heat Gain Summary
FOR:,Entire Facility
Annual Building Sensible Heat Gain Components

,,HVAC Zone Eq & Other Sensible Air Heating [GJ],HVAC Zone Eq & Other Sensible Air Cooling [GJ],HVAC Terminal Unit Sensible Air Heating [GJ],HVAC Terminal Unit Sensible Air Cooling [GJ],HVAC Input Heated Surface Heating [GJ],HVAC Input Cooled Surface Cooling [GJ],People Sensible Heat Addition [GJ],Lights Sensible Heat Addition [GJ],Equipment Sensible Heat Addition [GJ],Window Heat Addition [GJ],Interzone Air Transfer Heat Addition [GJ],Infiltration Heat Addition [GJ],Opaque Surface Conduction and Other Heat Addition [GJ],Equipment Sensible Heat Removal [GJ],Window Heat Removal [GJ],Interzone Air Transfer Heat Removal [GJ],Infiltration Heat Removal [GJ],Opaque Surface Conduction and Other Heat Removal [GJ]
,GA3F:GA3F,0.000,0.000,0.000,-5291.435,0.000,0.000,0.871,166.086,191.110,0.000,0.000,18.053,5039.318,0.000,0.000,0.000,-124.003,0.000
,GA2F:GA2F,0.000,0.000,0.000,-4861.328,0.000,0.000,0.869,166.086,191.110,0.000,0.000,4.400,4530.757,0.000,0.000,0.000,-31.894,0.000
,GA1F:GA1F,0.000,0.000,0.000,-3490.168,0.000,0.000,0.879,166.246,191.295,0.000,0.000,4.309,3154.579,0.000,0.000,0.000,-27.140,0.000
,GERMINATION:GERMINATION,1.453,-6.343,0.000,0.000,0.000,0.000,0.048,9.164,10.545,0.000,0.000,0.638,0.000,0.000,0.000,0.000,-5.164,-10.339
,NGA:LUNCH,0.000,0.000,6.216,-1.901,0.000,0.000,1.672,3.169,3.646,2.846,0.000,0.426,0.000,0.000,-1.816,0.000,-5.503,-8.756
,NGA:MENS,0.000,0.000,3.660,-1.395,0.000,0.000,1.702,3.248,3.737,0.000,0.000,0.292,0.000,0.000,0.000,0.000,-3.737,-7.507
,NGA:WOMENS,0.000,0.000,3.591,-1.325,0.000,0.000,1.702,3.248,3.737,0.000,0.000,0.292,0.000,0.000,0.000,0.000,-3.739,-7.506
,NGA:STORAGE,0.000,0.000,3.604,-1.363,0.000,0.000,1.700,3.248,3.737,0.000,0.000,0.291,0.000,0.000,0.000,0.000,-3.741,-7.476
